DocId,name,Organization,Position,category,category_main
imh-11-1,刁慶湘,National Medical Association of China,POST,association: professional,association
imh-11-1,刁慶湘,St. John's Alumni Association,POST,association: students,association
imh-11-1,刁慶湘,Pennsylvania Chinese Students' Club,US,association: students,association
imh-11-10,王寵惠,Inner Temple,US,association: professional,association
imh-11-103,周詒春,Alpha Chi Rho,POST,association: fraternity,association
imh-11-103,周詒春,Phi Beta Kappa,POST,association: fraternity,association
imh-11-103,周詒春,Phi Delta Kappa,POST,association: fraternity,association
imh-11-104,周象賢,M. I. T. Cosmopolitan Club,US,association: club,association
imh-11-106,卓鏞詩,Y.M.C.A.,POST,association: voluntary,association
imh-11-106,卓鏞詩,Chinese Student's Alliance,US,association: students,association
imh-11-106,卓鏞詩,Chinese Students' Christian Association,US,association: students,association
imh-11-106,卓鏞詩,Stanford Cosmopolitan Club,US,association: club,association
imh-11-107,林鑑誠,Chinese Student's Alliance,US,association: students,association
imh-11-109,林立,Association of Cosmopolitan Clubs,US,association: club,association
imh-11-109,林立,Garfield Literary Society,US,association: society,association
imh-11-109,林立,Goethenian Oratorical Association,US,association: society,association
imh-11-109,林立,Phi Delta Kappa,US,association: fraternity,association
imh-11-11,王寵佑,American Institute of Mining Engineers,US,association: professional,association
imh-11-11,王寵佑,Sigma Xi,US,association: fraternity,association
imh-11-110,易鼎新,Chinese Student's Alliance,US,association: students,association
imh-11-110,易鼎新,Lehigh Chinese Students' Club,US,association: students,association
imh-11-110,易鼎新,Lehigh University Electrical Society,US,association: professional,association
imh-11-110,易鼎新,Sigma Xi,US,association: fraternity,association
imh-11-110,易鼎新,Tau Beta Pi,US,association: fraternity,association
imh-11-111,胡其炳,Washingtonian Society,US,association: society,association
imh-11-112,胡昌鶴,Chinese Student's Alliance,US,association: students,association
imh-11-112,胡昌鶴,Chinese Students' Christian Association,US,association: students,association
imh-11-112,胡昌鶴,Epworth League,US,association: voluntary,association
imh-11-112,胡昌鶴,Goethenian Oratorical Association,US,association: society,association
imh-11-112,胡昌鶴,Goethenian Oratorical Association,US,association: society,association
imh-11-112,胡昌鶴,Y.M.C.A. (U.S.A.),US,association: voluntary,association
imh-11-113,胡先驌,Beta Kappa Alpha,US,association: fraternity,association
imh-11-113,胡先驌,California Chinese Students' Club,US,association: students,association
imh-11-113,胡先驌,California Chinese Students' Club,US,association: students,association
imh-11-113,胡先驌,Chinese Student's Alliance,US,association: students,association
imh-11-113,胡先驌,Chinese Student's Alliance,US,association: students,association
imh-11-113,胡先驌,Sigma Xi,US,association: fraternity,association
imh-11-114,胡鴻猷,Chinese Political and Social Science Association,POST,association: professional,association
imh-11-118,胡詒穀,Chinese Law Club,POST,association: club,association
imh-11-118,胡詒穀,Chinese Political and Social Science Association,POST,association: professional,association
imh-11-118,胡詒穀,Commonwealth Club,US,association: club,association
imh-11-118,胡詒穀,Cosmopolitan Club,US,association: club,association
imh-11-118,胡詒穀,Oratorical Association,US,association: society,association
imh-11-118,胡詒穀,Reynolds Club,US,association: club,association
imh-11-119,胡章,Club Concordia,POST,association: club,association
imh-11-119,胡章,Cosmopolitan Club,US,association: club,association
imh-11-120,胡潤德,Chinese Student's Alliance,US,association: students,association
imh-11-120,胡潤德,Societas Medica Chicuciga,US,association: professional,association
imh-11-121,胡繼賢,Club Concordia,POST,association: club,association
imh-11-121,胡繼賢,South China Athletic Association,POST,association: sports,association
imh-11-122,計大雄,Cornell Chinese Students Club,US,association: students,association
imh-11-122,計大雄,Cosmopolitan Club,US,association: club,association
imh-11-128,施肇祥,American Society of Mechanical Engineers,US,association: professional,association
imh-11-13,王鑑和,Star Literary Society,US,association: society,association
imh-11-131,姚觀順,Club Concordia,POST,association: club,association
imh-11-131,姚觀順,Chinese Student's Alliance,US,association: students,association
imh-11-131,姚觀順,Grass Valley High School Debating Club,US,association: club,association
imh-11-133,兪慶恩,Kiangsu Educational Association,POST,association: voluntary,association
imh-11-133,兪慶恩,Kiangsu Educational Association,POST,association: voluntary,association
imh-11-133,兪慶恩,World's Chinese Students' Federation,POST,association: students,association
imh-11-133,兪慶恩,Y.M.C.A. (Shanghai),POST,association: voluntary,association
imh-11-133,兪慶恩,Y.M.C.A. (Shanghai),POST,association: voluntary,association
imh-11-133,兪慶恩,Cosmopolitan Club,US,association: club,association
imh-11-133,兪慶恩,Pennsylvania Students' Club,US,association: students,association
imh-11-137,徐墀,American Political Science Association,US,association: professional,association
imh-11-137,徐墀,Cosmopolitan Club,US,association: club,association
imh-11-137,徐墀,Varsity Tennis Team,US,association: sports,association
imh-11-138,徐維震,American Political Science Association,US,association: professional,association
imh-11-138,徐維震,Chinese Student's Alliance,US,association: students,association
imh-11-138,徐維震,Cosmopolitan Club,US,association: club,association
imh-11-138,徐維震,History Club,US,association: club,association
imh-11-138,徐維震,Law Club,US,association: club,association
imh-11-141,徐景文,British American Society,US,association: society,association
imh-11-141,徐景文,Garretsonian Society,US,association: society,association
imh-11-144,徐可陞,Y.M.C.A. (Shanghai),POST,association: voluntary,association
imh-11-144,徐可陞,Chinese Students' Club,US,association: students,association
imh-11-144,徐可陞,Cosmopolitan Club,US,association: club,association
imh-11-144,徐可陞,Students' Volunteer Movement,US,association: students,association
imh-11-145,徐志誠,International Club,US,association: club,association
imh-11-146,徐善祥,American Chemical Society,US,association: professional,association
imh-11-149,郝伯陽,Shanghai Chinese Glee Club,POST,association: club,association
imh-11-149,郝伯陽,Y.M.C.A.,POST,association: voluntary,association
imh-11-149,郝伯陽,Weidensall Club,US,association: club,association
imh-11-15,王弼,Cosmopolitan Club,US,association: club,association
imh-11-151,席德柄,M. I. T. Chinese Students' Club,US,association: students,association
imh-11-151,席德柄,M. I. T. Cosmopolitan Club,US,association: club,association
imh-11-153,高崙瑾,Chinese Students' Christian Association,US,association: students,association
imh-11-153,高崙瑾,Commerce Club,US,association: club,association
imh-11-153,高崙瑾,Indemnity Students' Club,US,association: students,association
imh-11-153,高崙瑾,Michigan Chinese Students' Club,US,association: students,association
imh-11-154,桂鑄西,Harvard Club,US,association: club,association
imh-11-161,梁敦彥,Delta Kappa Epsilon,US,association: fraternity,association
imh-11-163,凌道揚,National Committee of Y.M.C.A. of China,POST,association: voluntary,association
imh-11-163,凌道揚,National Committee of Y.M.C.A. of China,POST,association: voluntary,association
imh-11-163,凌道揚,Phi Kappa Phi,US,association: fraternity,association
imh-11-163,凌道揚,Varsity Tennis Team,US,association: sports,association
imh-11-165,倪兆春,Chinese Student's Alliance,US,association: students,association
imh-11-166,馬國驥,American Political Science Association,US,association: professional,association
imh-11-166,馬國驥,American Society of International Law,US,association: professional,association
imh-11-166,馬國驥,Harvard Diplomatic Club,US,association: club,association
imh-11-167,馬名海,Science Society of China,POST,association: society,association
imh-11-167,馬名海,Confucian Society,US,association: society,association
imh-11-167,馬名海,International Club,US,association: club,association
imh-11-167,馬名海,National Educational Association,US,association: voluntary,association
imh-11-167,馬名海,Wisconsin Chinese Students' Club,US,association: students,association
imh-11-168,孫啟濓,Phi Delta Phi,US,association: fraternity,association
imh-11-169,孫繼丁,Cosmopolitan Club,US,association: club,association
imh-11-169,孫繼丁,Eta Kappa Nu,US,association: fraternity,association
imh-11-170,孫顯惠,World's Chinese Students' Federation,POST,association: students,association
imh-11-170,孫顯惠,Y.M.C.A. (Hangchow),POST,association: voluntary,association
imh-11-170,孫顯惠,Y.M.C.A. (U.S.A.),US,association: voluntary,association
imh-11-171,孫恒,Yale Chinese Students' Club,US,association: students,association
imh-11-176,孫鳳珠,Literary Society,POST,association: society,association
imh-11-176,孫鳳珠,Missionary Society,POST,association: voluntary,association
imh-11-176,孫鳳珠,Woman's Club,POST,association: club,association
imh-11-176,孫鳳珠,Y.W.C.A,US,association: voluntary,association
imh-11-177,唐恩良,Cosmopolitan Club,US,association: club,association
imh-11-177,唐恩良,Purdue Chinese Students' Club,US,association: students,association
imh-11-178,唐寳桐,American University Club,POST,association: club,association
imh-11-178,唐寳桐,Technology Club of Shanghai,POST,association: club,association
imh-11-178,唐寳桐,MIT Technology Club,US,association: club,association
imh-11-18,王松海,Tau Beta Pi,US,association: fraternity,association
imh-11-181,唐有恒,Hebsa,US,association: fraternity,association
imh-11-181,唐有恒,Sigma Zi,US,association: fraternity,association
imh-11-182,唐悅良,Y.M.C.A. (Peking),POST,association: voluntary,association
imh-11-182,唐悅良,Chinese Student's Alliance,US,association: students,association
imh-11-182,唐悅良,International Association of Cosmopolitan Clubs,US,association: club,association
imh-11-182,唐悅良,St. John's Alumni Association,US,association: students,association
imh-11-183,唐元湛,World's Chinese Students' Federation,POST,association: students,association
imh-11-183,唐元湛,American University Club,PRE,association: club,association
imh-11-183,唐元湛,Canton Guild,PRE,association: professional,association
imh-11-183,唐元湛,Chinese Chamber of Commerce,PRE,association: professional,association
imh-11-185,唐榮祚,American Civil Engineers' Society,US,association: professional,association
imh-11-185,唐榮祚,Chinese Students' Club,US,association: students,association
imh-11-185,唐榮祚,Varsity Swimming Team,US,association: sports,association
imh-11-185,唐榮祚,Varsity Tennis Team,US,association: sports,association
imh-11-187,韋以黻,Tau Beta Pi,US,association: fraternity,association
imh-11-188,殷源之,Chinese Student's Alliance,US,association: students,association
imh-11-189,原頌周,Club Concordia,POST,association: club,association
imh-11-189,原頌周,Pythian Society,US,association: society,association
imh-11-192,陳仲箎,National Medical Association of China,POST,association: professional,association
imh-11-192,陳仲箎,World's Chinese Students' Federation,POST,association: students,association
imh-11-194,陳煥章,National Confucian Association,POST,association: society,association
imh-11-195,陳汝湘,Chinese Institute of Civil Engineers,POST,association: professional,association
imh-11-196,陳慶堯,Science Society of China,POST,association: society,association
imh-11-196,陳慶堯,Chinese Student's Alliance,US,association: students,association
imh-11-198,陳伯浩,American Economics Association,US,association: professional,association
imh-11-199,陳兆焜,American Economics Association,US,association: professional,association
imh-11-20,王百雷,American Chemical Society,US,association: professional,association
imh-11-202,陳道原,Chinese Student's Alliance,US,association: students,association
imh-11-202,陳道原,Cornell Cosmopolitan Club,US,association: club,association
imh-11-202,陳道原,Ithaca Club,US,association: club,association
imh-11-205,陳天驥,Lehigh Civil Engineering Society,US,association: professional,association
imh-11-206,陳英梅,Y.M.C.A. (Shanghai),POST,association: voluntary,association
imh-11-206,陳英梅,Agora,US,association: society,association
imh-11-206,陳英梅,Chinese Students' Christian Association,US,association: students,association
imh-11-207,陳洋讚,Chinese Students' Club,US,association: students,association
imh-11-207,陳洋讚,Cosmopolitan Club,US,association: club,association
imh-11-207,陳洋讚,Pitkin Club,US,association: club,association
imh-11-209,陳宗良,American University Club,POST,association: club,association
